Based on the octet rule the most likely charge for an ion of Mg is ___.,2+,2-,6-,6+,-
Based on the octet rule the most likely charge for an ion of Ca is ___.,2+,2-,6-,6+,-
Based on the octet rule the most likely charge for an ion of Na is ___.,+,-,7-,7+,5-
Based on the octet rule the most likely charge for an ion of K is ___.,+,-,7-,7+,5-
Based on the octet rule the most likely charge for an ion of P is ___.,3-,3+,5+,5-,+
Based on the octet rule the most likely charge for an ion of N is ___.,3-,3+,5+,5-,+
Based on the octet rule the most likely charge for an ion of O is ___.,2-,2+,4+,4-,6+
Based on the octet rule the most likely charge for an ion of S is ___.,2-,2+,4+,4-,6+
Based on the octet rule the most likely charge for an ion of Al is ___.,3+,3-,+,-,5+
The only noble gas without 8 electrons in a full valence shell is ___.,He,Ne,Ar,Kr,Xe
The electronic configuration of Li is ___.,[He] 2s<sup>1</sup>,[Ne] 3s<sup>1</sup>,[He] 2s<sup>2</sup>,[He],[He] 2s<sup>2</sup>
The electronic configuration of Na is ___.,[Ne] 3s<sup>1</sup>,[He] 3s<sup>1</sup>,[Ne] 3s<sup>2</sup>,[Ne],[Ne] 2s<sup>1</sup>
The electronic configuration of K is ___.,[Ar] 4s<sup>1</sup>,[Ne] 4s<sup>1</sup>,[Ar] 3s<sup>2</sup>,[Ar],[Ne] 3s<sup>1</sup>
The electronic configuration of Mg is ___.,[Ne] 3s<sup>2</sup>,[He] 3s<sup>2</sup>,[Ne] 3s<sup>1</sup>,[Ne],[Ne] 2s<sup>2</sup>
The electronic configuration of Ca is ___.,[Ar] 4s<sup>2</sup>,[Ne] 4s<sup>2</sup>,[Ar] 4s<sup>1</sup>,[Ar],[Ar] 3s<sup>2</sup>
The electronic configuration of N is ___.,[He] 2s<sup>2</sup>2p<sup>3</sup>,[Ne] 3s<sup>2</sup>3p<sup>3</sup>,[Ne] 2s<sup>3</sup>2p<sup>2</sup>,[Ne] 3s<sup>2</sup>,[He] 2s<sup>2</sup> 2p<sup>6</sup>
What is the electronic configuration of the S<sup>2-</sup> ion?,[Ne] 3s<sup>2</sp> 3p<sup>6</sup>,[Ar] 3s<sup>2</sp> 3p<sup>6</sup>,[Ar] 3s<sup>2</sp> 3p<sup>3</sup>,[Ne] 3s<sup>2</sp> 3p<sup>2</sup>,[Ar] 3s<sup>2</sp> 3p<sup>6</sup>
The principle quantum number of the first electron lost in the ionization of Sc is ___.,4,3,5,2,6
The principle quantum number of the first electron lost in the ionization of Ti is ___.,4,3,5,2,6
The principle quantum number of the first electron lost in the ionization of V is ___.,4,3,5,2,6
The principle quantum number of the first electron lost in the ionization of Cr is ___.,4,3,5,2,6
The principle quantum number of the first electron lost in the ionization of Mn is ___.,4,3,5,2,6
The principle quantum number of the first electron lost in the ionization of Fe is ___.,4,3,5,2,6
The principle quantum number of the first electron lost in the ionization of Co is ___.,4,3,5,2,6
The principle quantum number of the first electron lost in the ionization of Ni is ___.,4,3,5,2,6
The principle quantum number of the first electron lost in the ionization of Cu is ___.,4,3,5,2,6
The principle quantum number of the first electron lost in the ionization of Zn is ___.,4,3,5,2,6
The principle quantum number of the first electron lost in the ionization of Y is ___.,5,4,3,2,6
The principle quantum number of the first electron lost in the ionization of Nb is ___.,5,4,3,2,6
The principle quantum number of the first electron lost in the ionization of Ru is ___.,5,4,3,2,6
The principle quantum number of the first electron lost in the ionization of Pd is ___.,5,4,3,2,6
The principle quantum number of the first electron lost in the ionization of Ag is ___.,5,4,3,2,6
The principle quantum number of the first electron lost in the ionization of Cd is ___.,5,4,3,2,6
Which of these species has the electron configuration [Ar] 3d<sup>4</sup>?,Mn<sup>2+</sup>,Cr<sup>2+</sup>,V<sup>3+</sup>,Fe<sup>3+</sup>,Ni<sup>2+</sup>
Which of these species has the electron configuration [Ar] 3d<sup>3</sup>?,Mn<sup>2+</sup>,Cr<sup>2+</sup>,V<sup>3+</sup>,Fe<sup>3+</sup>,Ni<sup>2+</sup>
